date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:26	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2011%20Jan%202019%2013:53:21%20GMT	https://chezberns.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://chezberns.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
18:49:27	194/194	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Jan%202019%2013:36:44%20GMT	https://chezberns.com/wp-content/themes/spoon/images/down.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/down.png	(from https://chezberns.com/wp-content/themes/spoon/style.css?ver=4.9.10)
18:49:28	190/190	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Jan%202019%2013:36:43%20GMT	https://chezberns.com/wp-content/themes/spoon/images/down2.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/down2.png	(from https://chezberns.com/wp-content/themes/spoon/style.css?ver=4.9.10)
18:49:29	173/173	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Jan%202019%2013:36:44%20GMT	https://chezberns.com/wp-content/themes/spoon/images/up.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/up.png	(from https://chezberns.com/wp-content/themes/spoon/style.css?ver=4.9.10)
18:49:30	174/174	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Jan%202019%2013:36:45%20GMT	https://chezberns.com/wp-content/themes/spoon/images/up2.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/up2.png	(from https://chezberns.com/wp-content/themes/spoon/style.css?ver=4.9.10)
18:49:36	29062/29062	---M-Z	200	added ('OK')	text/css	date:Fri,%2011%20Jan%202019%2013:54:12%20GMT	https://chezberns.com/wp-content/themes/spoon/fonts/fontawesome/css/font-awesome.min.css?ver=screen	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/fonts/fontawesome/css/font-awesome.min8449.css	(from https://chezberns.com/)
18:49:38	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:38%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/default/default_thumb.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/default/default_thumb.e0.delayed	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:38	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:38%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/default/loader.gif	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/default/loader.gif	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:39	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:39%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_rounded/sprite.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_rounded/sprite.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:40	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:40%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_rounded/btnNext.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_rounded/btnNext.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
